kx,ky,phasor
-28+0i,-5+0i,-2.51138835383244+4.91503869621433i
-28+0i,-4+0i,1.72642756835127-4.04603859013227i
-28+0i,-3+0i,2.3135852332673-13.9323928102275i
-28+0i,-2+0i,-11.4584751607698-9.5729703545948i
-28+0i,-1+0i,-2.2025762777893+12.0609584140497i
-28+0i,0+0i,-0.66750972740633+8.45665080421664i
-28+0i,1+0i,-34.864974359369+12.6196824705319i
-28+0i,2+0i,-8.87900441202457+9.35244514338982i
-28+0i,3+0i,21.1119148173932-27.7271493240022i
-28+0i,4+0i,-0.9483314600971-5.70809322108501i
-28+0i,5+0i,8.5154779660949+20.0228918821707i
-28+0i,6+0i,20.968838794742+11.4027764202154i
-28+0i,7+0i,-7.3979094533435+15.9046860604215i
-28+0i,8+0i,-14.8638759772984+6.8571754964351i
-28+0i,9+0i,5.29082926530606-1.3283672270277i
-28+0i,10+0i,0.17335615616849-1.61352207331311i
-28+0i,11+0i,-0.42167247610841-8.15560611227858i
-28+0i,12+0i,9.33274297180699-0.1696908443089i
-28+0i,13+0i,5.30686304660573+4.79931256375619i
-28+0i,14+0i,2.78560287810113-5.58040421309776i
-28+0i,15+0i,7.26668325752357+1.99199024788197i
-28+0i,16+0i,7.0693063917885+11.2098174953478i
-28+0i,17+0i,-12.5198587823252+9.6095657438046i
-28+0i,18+0i,-11.9055708262023+0.2811312329021i
-28+0i,19+0i,5.304270784406-11.3327270170366i
-28+0i,20+0i,3.30356838174511-2.02741036741763i
-28+0i,21+0i,-4.21672712241988+5.53058212121074i
-28+0i,22+0i,-6.23683303263204+1.89283044853983i
-28+0i,23+0i,1.66056165056238-1.69046342855483i
-28+0i,24+0i,8.1568063989978-0.37556381146553i
-28+0i,25+0i,6.57348707404716+3.59379700366427i
-28+0i,26+0i,1.72507092223796+8.13208606819366i
-28+0i,27+0i,-6.03784676453257+3.4462181103562i
-28+0i,28+0i,-3.87402399037892-1.7890433269822i
-28+0i,29+0i,9.13909248420182+1.32673533136513i
-28+0i,30+0i,-3.56219566731803-5.52517025795963i
-28+0i,31+0i,-5.26390501438275+4.14816000566271i
-28+0i,32+0i,6.6418316229016-0.92043702580799i
-28+0i,33+0i,-5.751919651855-14.7865458561943i
-28+0i,34+0i,8.28107231195386-0.21380187374168i
-28+0i,35+0i,8.28192190665932+3.50158938065495i
-28+0i,36+0i,-2.32391153593092+6.7245266357988i
-28+0i,37+0i,3.06598211178289+7.73920344643093i
-28+0i,38+0i,-6.88556443423516+4.55171453298572i
-28+0i,39+0i,-0.09015969930004-1.44653243959634i
-28+0i,40+0i,2.24775816471147-3.06284523472492i
-28+0i,41+0i,-4.21654373435955+4.00296373199011i
-28+0i,42+0i,-4.42840913531265-3.85922228934023i
-28+0i,43+0i,-1.78716070417645-7.53778384861811i
-28+0i,44+0i,1.67567111537007-2.18278518529823i
-28+0i,45+0i,3.68886109159292-0.1578760955742i
-28+0i,46+0i,10.8962522739716-1.3613789976263i
-28+0i,47+0i,6.1892413073564-1.08092211364415i
-28+0i,48+0i,-0.414157017004241+0.019695160230015i
-28+0i,49+0i,5.2013579687969+5.40126158032255i
-28+0i,50+0i,4.30826903271555-1.63358154769665i
-27+0i,-49+0i,9.91084357471835-1.37107757527089i
-27+0i,-48+0i,0.86851167140759+5.55186800580728i
-27+0i,-47+0i,-0.01143436597267+6.78130158965501i
-27+0i,-46+0i,1.6430507098807+10.7444899504065i
-27+0i,-45+0i,4.6874785715718+7.57159789075515i
-27+0i,-44+0i,-9.38128492612277-8.42968383550168i
-27+0i,-43+0i,-12.8737164015696-2.3120037315967i
-27+0i,-42+0i,-1.07880231201824-2.55818616300352i
-27+0i,-41+0i,6.1815825976501+5.63421832408651i
-27+0i,-40+0i,10.5220316429683+7.8319540666383i
-27+0i,-39+0i,-10.2289870410511-4.6139275239729i
-27+0i,-38+0i,-14.5235493294202-0.3156789545784i
-27+0i,-37+0i,8.90013779836242-4.79513229654473i
-27+0i,-36+0i,13.5498762944942-9.8419399936084i
-27+0i,-35+0i,-3.06890927015421+3.33537364393912i
-27+0i,-34+0i,-7.0655988511163+11.0782088186527i
-27+0i,-33+0i,-2.21071304508664-5.33762328013194i
-27+0i,-32+0i,4.60289111761437-8.91628104324872i
-27+0i,-31+0i,17.3385902211234-1.7990899550368i
-27+0i,-30+0i,6.97282975258298-5.27802762223763i
-27+0i,-29+0i,-1.37961057060057+0.82907778371319i
-27+0i,-28+0i,-3.48747048707806-1.95341468512967i
-27+0i,-27+0i,-2.39571790917477-8.22506721811672i
-27+0i,-26+0i,2.83682441767453+3.08677971803758i
-27+0i,-25+0i,-4.38023379984319+9.8276322360182i
-27+0i,-24+0i,5.62604761841446-2.81930025279535i
-27+0i,-23+0i,0.94965514628083-6.26771252316154i
-27+0i,-22+0i,-5.55893627067544-3.45765023460913i
-27+0i,-21+0i,4.7343762540906-13.6661144687697i
-27+0i,-20+0i,-6.40972668268474-4.27712707513119i
-27+0i,-19+0i,2.82463298341307+4.02866400818801i
-27+0i,-18+0i,4.01941164789894-1.81079267923805i
-27+0i,-17+0i,-10.3471799189328-1.3579145173161i
-27+0i,-16+0i,6.12758159075414-6.29399541093395i
-27+0i,-15+0i,12.0820311988623-3.1077547225646i
-27+0i,-14+0i,5.80002066936983-3.96330367381444i
-27+0i,-13+0i,-0.18404205401812-2.71693758217731i
-27+0i,-12+0i,-1.03255626315249+6.96804457463337i
-27+0i,-11+0i,-5.66704038314728+1.50566432355717i
-27+0i,-10+0i,-15.8514046460554+5.2532433129647i
-27+0i,-9+0i,0.80509514989361-4.60294905581492i
-27+0i,-8+0i,9.15316824737654-9.75717745178664i
-27+0i,-7+0i,4.4971623926532+16.0491405116894i
-27+0i,-6+0i,-5.8391950461762+7.32519066890151i
-27+0i,-5+0i,-18.8331872986872-13.7777518823809i
-27+0i,-4+0i,-11.5760113818165-10.0903956622943i
-27+0i,-3+0i,-19.1458305096355-5.3069235375194i
-27+0i,-2+0i,-8.1576554637524-17.2398162004515i
-27+0i,-1+0i,20.2219202812233-20.7089365799046i
-27+0i,0+0i,3.38426104377808+3.88169309424156i
-27+0i,1+0i,-5.11820453930854+8.77075649958883i
-27+0i,2+0i,0.18983967424407+7.93019965182521i
-27+0i,3+0i,-19.1448390782784+17.9812323314555i
-27+0i,4+0i,-26.0991222027464+7.6082817563063i
-27+0i,5+0i,1.76673577886927-0.59773180032968i
-27+0i,6+0i,20.2256399302028-5.5295511353768i
-27+0i,7+0i,-2.9164761954165-0.68396563057198i
-27+0i,8+0i,8.49630225976196+8.0107169887235i
-27+0i,9+0i,20.4368738979883-5.2004895762476i
-27+0i,10+0i,-23.6006900408426+6.1701168219539i
-27+0i,11+0i,-11.1048512413801+6.0996243727236i
-27+0i,12+0i,17.1706214144683-11.963323903433i
-27+0i,13+0i,8.79830014061468-1.03310353623851i
-27+0i,14+0i,5.05304332643598-3.80511080119653i
-27+0i,15+0i,-7.13821996861149+2.17359573689136i
-27+0i,16+0i,-8.14743897125785+3.83721101309704i
-27+0i,17+0i,-1.54631865939585-7.4741015529904i
-27+0i,18+0i,9.64759344217249-5.98601666813525i
-27+0i,19+0i,4.25571309468814-6.38118594845261i
-27+0i,20+0i,-12.5195764793204+9.2590251682562i
-27+0i,21+0i,-4.92449515908317+6.19793648358378i
-27+0i,22+0i,-0.61968952747575-8.5463753890851i
-27+0i,23+0i,0.27475224677101-4.06878313774625i
-27+0i,24+0i,5.50289048883563+7.77291877503447i
-27+0i,25+0i,-2.5035369136793+12.3256155514372i
-27+0i,26+0i,-15.9615106335837+8.6508531353838i
-27+0i,27+0i,-2.77365389743414+5.85524881981246i
-27+0i,28+0i,5.00993827313489-7.01887859835332i
-27+0i,29+0i,3.74334085561947-0.38773109082733i
-27+0i,30+0i,4.67844712069483+4.55368435971666i
-27+0i,31+0i,-13.3432167221533+4.9233700709719i
-27+0i,32+0i,-3.92057376679082+6.06289960660163i
-27+0i,33+0i,4.6924251915467-12.8666445685965i
-27+0i,34+0i,-6.43477362319142-2.6619907835038i
-27+0i,35+0i,-3.72784675395+9.63249840247587i
-27+0i,36+0i,5.08367907683201+2.17568225234497i
-27+0i,37+0i,2.51779106467051+3.62424141802224i
-27+0i,38+0i,-5.20428917918649+2.3407168791235i
-27+0i,39+0i,10.9052856477762-5.655578908203i
-27+0i,40+0i,8.20197927469985-2.05970245672596i
-27+0i,41+0i,-4.78095148172061+3.51495990678928i
-27+0i,42+0i,1.62572492583794-1.18478431054245i
-27+0i,43+0i,2.3273323254088+1.14238559015547i
-27+0i,44+0i,4.68087757491304+3.1527648412833i
-27+0i,45+0i,6.27632701204461+8.57118794785885i
-27+0i,46+0i,-1.6700374975369+10.5270179525512i
-27+0i,47+0i,-4.28946333369918+2.69827023722787i
-27+0i,48+0i,1.34762695004413-7.49716616832061i
-27+0i,49+0i,-3.04203574932451-7.02526802355435i
-27+0i,50+0i,4.1668545900338+1.21420319710859i
-26+0i,-49+0i,-5.4939128718774+4.02985088278875i
-26+0i,-48+0i,-5.87305168940963+3.6792126328682i
-26+0i,-47+0i,11.4511326404721-1.6860427460275i
-26+0i,-46+0i,5.53774170396314-2.23638900803969i
-26+0i,-45+0i,-2.70036393586473+6.87567700830656i
-26+0i,-44+0i,1.18534863429596+5.1826984776873i
-26+0i,-43+0i,8.94820189666529+0.61965659601577i
-26+0i,-42+0i,3.19108192068713-1.97150326016141i
-26+0i,-41+0i,-5.46257648380802+9.8511307803337i
-26+0i,-40+0i,1.8897149569387+10.6254605490929i
-26+0i,-39+0i,6.21356670656536-5.30387111381551i
-26+0i,-38+0i,0.70120278059795-6.43102536908456i
-26+0i,-37+0i,-0.40942988238574+7.10653425924781i
-26+0i,-36+0i,8.19294621550977+3.52065502476869i
-26+0i,-35+0i,-6.05443953512059-2.86265770345501i
-26+0i,-34+0i,-0.73602589230676+5.65699304980595i
-26+0i,-33+0i,9.6036323970996-6.84698720188162i
-26+0i,-32+0i,-2.92440297498852+1.24631978259427i
-26+0i,-31+0i,10.6806424684371+5.9662451912371i
-26+0i,-30+0i,3.5097183513109-15.3037615562166i
-26+0i,-29+0i,3.4571693746167-11.234198205413i
-26+0i,-28+0i,3.80538851001984+2.57572767271774i
-26+0i,-27+0i,-11.5739515571206+14.1029712575166i
-26+0i,-26+0i,-3.1327033094883-1.09058935362743i
-26+0i,-25+0i,-7.84201483634862-8.69013241892947i
-26+0i,-24+0i,6.78044588734827-6.06340796073197i
-26+0i,-23+0i,9.16939109357825-5.0254076832107i
-26+0i,-22+0i,-7.49797077525143+6.04858334177126i
-26+0i,-21+0i,-2.5882911441259-13.0414297735905i
-26+0i,-20+0i,0.11454612748165-8.92159676683211i
-26+0i,-19+0i,8.98149430598738+3.01326367492347i
-26+0i,-18+0i,2.3524013178254+10.008743930123i
-26+0i,-17+0i,1.4633279608919+17.4534375747451i
-26+0i,-16+0i,-4.30465252592045-4.73909926086495i
-26+0i,-15+0i,-10.4596686134492+1.4088277679777i
-26+0i,-14+0i,12.2349285700754-5.2910373613248i
-26+0i,-13+0i,6.04512174255676-3.66232403986477i
-26+0i,-12+0i,-9.6694041190658+11.9110807275335i
-26+0i,-11+0i,-14.4717222093589-6.3291666609177i
-26+0i,-10+0i,4.5174050838532+1.00881188434751i
-26+0i,-9+0i,20.138217357656-3.8218011362828i
-26+0i,-8+0i,12.1882838953869-0.2241950907912i
-26+0i,-7+0i,12.7855202179707+6.820945599093i
-26+0i,-6+0i,-26.1552089654838+3.9751137182917i
-26+0i,-5+0i,-21.0298168438857+22.7090028453714i
-26+0i,-4+0i,20.0843761446482-20.2777006982836i
-26+0i,-3+0i,-10.012425308057-36.8831114647218i
-26+0i,-2+0i,-0.81677840250002-4.69252035877044i
-26+0i,-1+0i,33.6072479138415-17.782555648734i
-26+0i,0+0i,7.90794645132345-8.26765048211116i
-26+0i,1+0i,-9.8431219479731+20.5785029935828i
-26+0i,2+0i,-12.0592572948887+21.0845626382933i
-26+0i,3+0i,-32.0202714386597+11.6548356529552i
-26+0i,4+0i,-22.9628205640673+7.8098133710185i
-26+0i,5+0i,-6.35250873472718-7.98579884362204i
-26+0i,6+0i,-11.1683512505653-24.8938854918535i
-26+0i,7+0i,0.90185091913113-9.00863643839117i
-26+0i,8+0i,5.98754427396166+6.41559531752101i
-26+0i,9+0i,11.3344263947967-4.4942294551804i
-26+0i,10+0i,5.23730598538843-3.79915679137604i
-26+0i,11+0i,-8.72632381708562+9.79190328381336i
-26+0i,12+0i,11.7706627766844-1.8878856724774i
-26+0i,13+0i,3.11184112565222-7.6061193682402i
-26+0i,14+0i,-21.5597773535004+6.652749191342i
-26+0i,15+0i,-8.88136535706721+2.65755648885477i
-26+0i,16+0i,5.4095251044948-11.840213948404i
-26+0i,17+0i,5.65045852397452-7.63061477879513i
-26+0i,18+0i,2.69396197679168+3.00085406531396i
-26+0i,19+0i,2.8810835493692+4.40387060160532i
-26+0i,20+0i,-0.96758982281348+9.13087469395215i
-26+0i,21+0i,-9.58168789994948+7.49812625437477i
-26+0i,22+0i,-2.13847119498465-2.18983997050313i
-26+0i,23+0i,-6.7661416597032-3.74225425037331i
-26+0i,24+0i,-16.719857421985+12.5110002363625i
-26+0i,25+0i,1.4217155255401+13.9032654448622i
-26+0i,26+0i,-0.72985090048314+8.03136955442104i
-26+0i,27+0i,-1.687060038121+11.357522946018i
-26+0i,28+0i,-1.6363296867087-10.4331465822363i
-26+0i,29+0i,-3.68620943511703+1.61690910846458i
-26+0i,30+0i,12.8466685610758+11.3219481497117i
-26+0i,31+0i,-6.33848790115455-6.87524324784555i
-26+0i,32+0i,-6.1468605051664+7.68350427036744i
-26+0i,33+0i,0.597838593312945-0.92884288835057i
-26+0i,34+0i,-10.4245861189218-7.4232367121616i
-26+0i,35+0i,5.63274855461956+5.89492760849337i
-26+0i,36+0i,2.98928057535987+4.69748171906705i
-26+0i,37+0i,2.06297727333979-0.44835256554942i
-26+0i,38+0i,1.20529778892047-4.45129367128561i
-26+0i,39+0i,0.05102280710142+3.47723863643745i
-26+0i,40+0i,13.5375593609299-3.2185447976948i
-26+0i,41+0i,1.79452057737965-7.75998372720752i
-26+0i,42+0i,1.19973976149108+4.41872073647498i
-26+0i,43+0i,11.3023551573197-3.4742763970691i
-26+0i,44+0i,2.73007779884243+2.21800810753171i
-26+0i,45+0i,1.9181379811624+19.1417816897063i
-26+0i,46+0i,-4.22378180408124+5.81526460568565i
-26+0i,47+0i,-7.9229871985868+0.94614286555904i
-26+0i,48+0i,5.32828447073647-0.40787972969011i
-26+0i,49+0i,7.19978249887491-5.92455430318554i
-26+0i,50+0i,5.21899449500978+3.65594739748766i
-25+0i,-49+0i,-6.4304599863513+3.79552068085875i
-25+0i,-48+0i,-9.10362199520718-0.70616969213155i
-25+0i,-47+0i,-4.12960882669817+3.8189512649061i
-25+0i,-46+0i,7.41370546505049+3.51763798627433i
-25+0i,-45+0i,4.4757860121184-10.0987894841341i
-25+0i,-44+0i,0.488661613966365-0.387581931735962i
-25+0i,-43+0i,7.34182013502787+6.78204689944044i
-25+0i,-42+0i,0.91409747202828+2.53980236644198i
-25+0i,-41+0i,3.38269461437957-2.77705971759233i
-25+0i,-40+0i,-3.69387909862364-3.16658547328904i
-25+0i,-39+0i,-0.04252880268239+9.71866499659536i
-25+0i,-38+0i,11.8549976261567+1.2451774070889i
-25+0i,-37+0i,-4.95631861685715-1.75391030865211i
-25+0i,-36+0i,2.08505835621318-5.42467417078073i
-25+0i,-35+0i,1.30914022187523-6.36504203230349i
-25+0i,-34+0i,-1.306734141488+14.9048947212718i
-25+0i,-33+0i,4.7383925287906-0.22942881322236i
-25+0i,-32+0i,-8.47560167768587-6.78599739551754i
-25+0i,-31+0i,5.42574584224144-4.67860638223996i
-25+0i,-30+0i,13.3204739008811-13.8335265360809i
-25+0i,-29+0i,9.57016235947859+1.86204664897247i
-25+0i,-28+0i,-0.01018417948058+7.58296995605993i
-25+0i,-27+0i,-12.195116040786-2.1284065335509i
-25+0i,-26+0i,-0.52236318126686-7.14996011177938i
-25+0i,-25+0i,4.39215686274473+5.35686274509808i
-25+0i,-24+0i,8.02051753529125+3.40749245646186i
-25+0i,-23+0i,3.89183502346532+3.9758637254998i
-25+0i,-22+0i,-7.0966970521515+10.7765746657517i
-25+0i,-21+0i,-5.27311039562932-9.28036827680092i
-25+0i,-20+0i,2.3513357460118-4.22935451333159i
-25+0i,-19+0i,1.63646880154093-3.86193507288348i
-25+0i,-18+0i,3.60205462710972-0.54641106131838i
-25+0i,-17+0i,5.63927601804394+9.97909637352379i
-25+0i,-16+0i,-3.28546406846264+1.44780488333081i
-25+0i,-15+0i,18.9313111845791+9.2447487960298i
-25+0i,-14+0i,4.19015510894414+3.35608372932912i
-25+0i,-13+0i,-21.9319723885575+3.9384518645097i
-25+0i,-12+0i,9.66613340428339-7.12703539984551i
-25+0i,-11+0i,8.3831130359242-22.1807000391353i
-25+0i,-10+0i,14.123600628027+0.8804136013169i
-25+0i,-9+0i,19.0687708132854-1.4862174092752i
-25+0i,-8+0i,2.612101844859-11.2751268667962i
-25+0i,-7+0i,20.7500502898097+3.5231480429662i
-25+0i,-6+0i,13.4803099284718+37.1306342584787i
-25+0i,-5+0i,-11.2549926820442+18.2112889774679i
-25+0i,-4+0i,9.1365404395833-47.0555778356079i
-25+0i,-3+0i,29.4698062356177-19.0128677391413i
-25+0i,-2+0i,-7.9185882749149+40.1418303293765i
-25+0i,-1+0i,-15.5433635980141+15.3431317019459i
-25+0i,0+0i,-14.0039215686292-28.5607843137256i
-25+0i,1+0i,-39.1236698021187-20.9933464044296i
-25+0i,2+0i,10.0045734074621-26.8204645336785i
-25+0i,3+0i,17.1267992155299-29.7588181424086i
-25+0i,4+0i,-17.2174225384645+10.3380128756505i
-25+0i,5+0i,-10.0860249759405+15.1993750756473i
-25+0i,6+0i,-16.2492966985921+11.9830431768175i
-25+0i,7+0i,-9.44093549718125+2.22355563266187i
-25+0i,8+0i,-9.4030853052433-12.1622422227337i
-25+0i,9+0i,3.60245450835791-8.4333218620195i
-25+0i,10+0i,12.1421900956435-11.7406207746104i
-25+0i,11+0i,-5.48415920657135+0.84593437265369i
-25+0i,12+0i,5.3686407932642-1.51529882067789i
-25+0i,13+0i,0.786803000919184+0.888148266952024i
-25+0i,14+0i,-8.749811363661+12.0396077319704i
-25+0i,15+0i,4.83734531481276+4.92695288535672i
-25+0i,16+0i,13.485322153566+2.7363480459503i
-25+0i,17+0i,-1.63468734094322-0.69730636803347i
-25+0i,18+0i,-14.2625193418039+8.8499023500664i
-25+0i,19+0i,1.4048855392889+11.8227474222125i
-25+0i,20+0i,5.1990269957871+2.72861972588035i
-25+0i,21+0i,-14.5168770325254-5.4927044329496i
-25+0i,22+0i,-13.7912281169183-1.7780995019766i
-25+0i,23+0i,-1.61025855174869+5.39512512530888i
-25+0i,24+0i,-11.2648885935008-2.2626017840112i
-25+0i,25+0i,4.0078431372543-3.05098039215686i
-25+0i,26+0i,9.12560171912994+1.0230570670243i
-25+0i,27+0i,3.5465099053774+11.4455671831277i
-25+0i,28+0i,15.6139319826072+3.819021208777i
-25+0i,29+0i,-3.4540528493766+13.2220811545603i
-25+0i,30+0i,4.0098138068207+17.6349101799627i
-25+0i,31+0i,-2.0045616955347-15.4817346745673i
-25+0i,32+0i,-18.3078758391807+3.3917712673231i
-25+0i,33+0i,2.99240554813736+1.95062802259191i
-25+0i,34+0i,-3.9888694491814-12.0071572794553i
-25+0i,35+0i,-4.4699033507689+11.6036848762116i
-25+0i,36+0i,-2.51368693333109-1.16471633098437i
-25+0i,37+0i,-0.83897070953001-8.06576372788225i
-25+0i,38+0i,2.48957102703944+4.87862592503903i
-25+0i,39+0i,-0.82024407435804+2.91830515034143i
-25+0i,40+0i,12.1474379254529-6.7522875823969i
-25+0i,41+0i,-1.13920357901424-3.78396841011101i
-25+0i,42+0i,-6.21266923900882+0.02137052443529i
-25+0i,43+0i,7.48586666538496-8.93926233475992i
-25+0i,44+0i,-2.69856998736245-3.30349445449875i
-25+0i,45+0i,-8.14266172463078+6.97189855278329i
-25+0i,46+0i,3.02371047759066+5.81541887629284i
-25+0i,47+0i,8.45359497869163-4.8626824788382i
-25+0i,48+0i,3.80349299428266-3.4744724156844i
-25+0i,49+0i,11.8726439351791+8.449394598864i
-25+0i,50+0i,10.4039215686301+7.0392156862747i
-24+0i,-49+0i,-2.4276600903547+2.38376313057051i
-24+0i,-48+0i,2.4746769090419-1.90190319872915i
-24+0i,-47+0i,-4.37898980303663-0.60930053839148i
-24+0i,-46+0i,0.38164148692916+5.86119367167104i
-24+0i,-45+0i,0.0308973581627-1.01977419141908i
-24+0i,-44+0i,-0.64490083553738+2.7382033146755i
-24+0i,-43+0i,1.77704650820021-7.91153943332825i
-24+0i,-42+0i,-8.9389176985917-4.79374416643094i
-24+0i,-41+0i,5.67437388323819+8.93355532062982i
-24+0i,-40+0i,11.0720649906516-1.0245897358456i
-24+0i,-39+0i,-1.50028585428658+2.98344102975301i
-24+0i,-38+0i,-2.11845648786523+9.41394521181577i
-24+0i,-37+0i,-9.71028232554344+6.19664261590907i
-24+0i,-36+0i,-1.89283786123364-4.07488506687505i
-24+0i,-35+0i,-1.5716852727244-11.4744322108412i
-24+0i,-34+0i,-12.1557027776825+4.0453712212808i
-24+0i,-33+0i,3.1637672482218+1.95564918993839i
-24+0i,-32+0i,5.71409675097731-6.82239950353464i
-24+0i,-31+0i,11.1504807078158-1.078837849985i
-24+0i,-30+0i,16.2846550434666-2.6949653676891i
-24+0i,-29+0i,-2.82753252516795+2.48582738261055i
-24+0i,-28+0i,-5.62236765150053+3.34201207126325i
-24+0i,-27+0i,-4.88114434201939-0.88685307138554i
-24+0i,-26+0i,-0.899681914474986-0.94646482311098i
-24+0i,-25+0i,3.56526339491489-1.70621567551063i
-24+0i,-24+0i,-2.75872173343949+5.48903025193085i
-24+0i,-23+0i,6.94681708503192+4.16350098224445i
-24+0i,-22+0i,1.63287857746759-2.82730024629424i
-24+0i,-21+0i,-6.59196377660498-5.6866615005048i
-24+0i,-20+0i,8.04393964241582-8.46742862911329i
-24+0i,-19+0i,-0.91415767305083-0.630194598508973i
-24+0i,-18+0i,-11.1252575052537+8.1070954998305i
-24+0i,-17+0i,-2.65354836620631-4.07394345716104i
-24+0i,-16+0i,0.7608360515692-17.5848782013681i
-24+0i,-15+0i,9.61385054024664+0.9427294511446i
-24+0i,-14+0i,12.4150932238019+3.2782678627843i
-24+0i,-13+0i,0.6311186581431-18.8435734526657i
-24+0i,-12+0i,-0.068522343943764+0.452946080842892i
-24+0i,-11+0i,17.0629673200447+5.3349100697557i
-24+0i,-10+0i,18.1936074674596-14.9969440584661i
-24+0i,-9+0i,-3.69996497326619-1.46038403083067i
-24+0i,-8+0i,-7.50541898372672-1.88230439914349i
-24+0i,-7+0i,21.8818383705538+10.3252075500581i
-24+0i,-6+0i,33.0554459194399+27.812085750732i
-24+0i,-5+0i,-28.2664353917484-20.2447791362137i
-24+0i,-4+0i,-43.7159290001474-31.3655671598992i
-24+0i,-3+0i,27.6432713988121+19.3833751653954i
-24+0i,-2+0i,22.4337372292377+13.792440972157i
-24+0i,-1+0i,-2.514780599198-39.8739487460642i
-24+0i,0+0i,25.0638427631799-28.7362664747378i
-24+0i,1+0i,15.0674224066851+18.9583287705628i
-24+0i,2+0i,-10.4981022263711+5.8747531362771i
-24+0i,3+0i,-21.730117531969-10.0788377186817i
-24+0i,4+0i,-24.3973287604139-2.646505132257i
-24+0i,5+0i,-7.65626449438+12.917277540079i
-24+0i,6+0i,-2.6730683111391+11.5879434403885i
-24+0i,7+0i,-22.7038528809473-11.4384167170913i
-24+0i,8+0i,-20.3111432055844+7.5102098301756i
-24+0i,9+0i,-14.709354449721-14.3532022023448i
-24+0i,10+0i,-12.3845899071877-41.4863701124935i
-24+0i,11+0i,22.73029466064-7.8446458535626i
-24+0i,12+0i,20.3427542938563-1.9860297326025i
-24+0i,13+0i,8.16616869125501+6.79003280474019i
-24+0i,14+0i,7.39432146601246+6.12908015569517i
-24+0i,15+0i,-4.11811452338171+2.73255459743673i
-24+0i,16+0i,16.1840054206229+5.7133089925992i
-24+0i,17+0i,3.38488702690421-1.69747025332149i
-24+0i,18+0i,-5.3198457525262+14.8048092160212i
-24+0i,19+0i,9.32031800311358+4.87402460481204i
-24+0i,20+0i,-6.92109640657646+2.2391098896964i
-24+0i,21+0i,-11.5229205670061+6.0643826546536i
-24+0i,22+0i,-8.41831004753619-9.2674072672755i
-24+0i,23+0i,-1.13507172567073-3.44889019010249i
-24+0i,24+0i,-10.9186970407643-3.1033029587404i
-24+0i,25+0i,-10.9234599475635-3.639593220543i
-24+0i,26+0i,6.30778608856101-3.55985850299544i
-24+0i,27+0i,8.01791935558805+6.19031757509076i
-24+0i,28+0i,15.8566830383254+12.774161965778i
-24+0i,29+0i,-1.03167275006677+8.385507797212i
-24+0i,30+0i,-8.08755106837841+9.31625512371692i
-24+0i,31+0i,-3.12468149518856-7.78028594379561i
-24+0i,32+0i,-12.1918849892858-11.7242816206107i
-24+0i,33+0i,-3.31450495519521+2.69587884183739i
-24+0i,34+0i,-0.80297727318955+3.2142203363643i
-24+0i,35+0i,-12.7689390693243-2.0660967985297i
-24+0i,36+0i,-8.95361336831979+5.15416210702041i
-24+0i,37+0i,9.55719107167041-4.30549797431077i
-24+0i,38+0i,-1.75835268982914-9.26120819392627i
-24+0i,39+0i,0.520734869367+12.8279311072092i
-24+0i,40+0i,13.1684957903111+2.067461992994i
-24+0i,41+0i,-7.87148712442217-2.33428817193025i
-24+0i,42+0i,-5.55488531647506-1.69125364495108i
-24+0i,43+0i,-0.05571335180842-6.28507931801921i
-24+0i,44+0i,0.1128415545356+1.98706148350009i
-24+0i,45+0i,-4.59890264825552-5.06495276055454i
-24+0i,46+0i,-6.54056601395161+7.38184492560926i
-24+0i,47+0i,8.79066956375014+4.89910392075923i
-24+0i,48+0i,0.7004209891619-3.22295373017301i
-24+0i,49+0i,2.21830742554883+7.04889460513624i
-24+0i,50+0i,3.29701951375798-0.38302088561598i
-23+0i,-49+0i,1.09786314081888-5.64955540325344i
-23+0i,-48+0i,-4.93041368396522-3.4790610219145i
-23+0i,-47+0i,3.21716538345409-0.50201162497646i
-23+0i,-46+0i,11.3528005411347-4.3472886944217i
-23+0i,-45+0i,-3.49806903959112-1.3846095675179i
-23+0i,-44+0i,-4.8295790639493+12.7659834694579i
-23+0i,-43+0i,16.5746304450841+10.4284322257683i
-23+0i,-42+0i,4.23411642192227-3.56122330866383i
-23+0i,-41+0i,-15.5265223747005+5.4006187653437i
-23+0i,-40+0i,0.0553519433318+12.97616387193i
-23+0i,-39+0i,2.8230198433116+4.07698885710361i
-23+0i,-38+0i,-0.97543887070416+1.80442563310153i
-23+0i,-37+0i,-4.26343066704255+6.84903962497166i
-23+0i,-36+0i,-12.7831584833921+5.5825238887652i
-23+0i,-35+0i,-9.7830104329306-6.52111030577756i
-23+0i,-34+0i,-5.30906470894246-3.30192370664483i
-23+0i,-33+0i,11.9849266996721-4.3517813717925i
-23+0i,-32+0i,13.246865823196-5.8821175756622i
-23+0i,-31+0i,2.8375193560692+11.7708848640289i
-23+0i,-30+0i,5.57891433900205+2.5700908580179i
-23+0i,-29+0i,-1.06627862553707-4.62394358377013i
-23+0i,-28+0i,-3.73005396187229+2.79492240091586i
-23+0i,-27+0i,-4.96569626286593+0.24244830742902i
-23+0i,-26+0i,-2.44162062509724-4.89513659524682i
-23+0i,-25+0i,0.07407133323002-3.35862720514859i
-23+0i,-24+0i,2.60162645236818+3.16098973455002i
-23+0i,-23+0i,5.3494511968707-2.55342070985317i
-23+0i,-22+0i,-7.93762506125592+3.94970514600706i
